OE,Produkt,Teilprodukt,"Aufwand/
Ertrag",ILV,Kostenartengruppe,2014,2015,2016,2017,Abweichung 2016-2015,Abweichung 2017-2016
,,,,,  3   Auflösungserträge aus Sonderposten,179.67, -      ,5603.76,5603.76,5603.76,0
,,,,,  6   privatrechtliche Entgelte,150932.5,154200,160500,160500,6300, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,2582.74, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,307.65, -      ,405.6,60.48,405.6,-345.12
,,,,,23   außerordentliche Erträge,304.27, -      , -      , -      , -      , -      
,,1.100.3.6.5.01.13  Fachdienst Kinder,,,, -      ,-2443189,-2588500,-2623700,-145311,-35200
,,,Aufwand,,, -      ,-2732613,-2638500,-2673700,94113,-35200
,,,,nein,, -      ,-2732613,-2638500,-2673700,94113,-35200
,,,,,18   Transferaufwendungen, -      ,-2732613,-2538500,-2573700,194113,-35200
,,,,,18 Tranferaufwendungen, -      , -      ,-100000,-100000,-100000, -      
,,,Ertrag,,, -      ,289424,50000,50000,-239424, -      
,,,,nein,, -      ,289424,50000,50000,-239424, -      
,,,,,  2   Zuwendungen und allgemeine Umlagen, -      ,239424, -      , -      ,-239424, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen, -      ,50000,50000,50000, -      , -      
,,1.100.3.6.5.01.14  Sonstige Förderung v.Tageseinr.f.Kinder,,,,2264182.12,1981155.36,2167826.32,2167670.08,186670.96,-156.24
,,,Aufwand,,,-281803.32,-313544.64,-293673.68,-293829.92,19870.96,-156.24
,,,,nein,,-281803.32,-313544.64,-293673.68,-293829.92,19870.96,-156.24
,,,,,13   Aufwendungen für aktives Personal,-58448.28,-92054.88,-61592.8,-61750.12,30462.08,-157.32
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-20661.95,-39400,-40000,-40000,-600, -      
,,,,,18   Transferaufwendungen,-141062.54,-142000,-142000,-142000, -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-61630.55,-40089.76,-50080.88,-50079.8,-9991.12,1.08
,,,Ertrag,,,2545985.44,2294700,2461500,2461500,166800, -      
,,,,nein,,2545985.44,2294700,2461500,2461500,166800, -      
,,,,,  2   Zuwendungen und allgemeine Umlagen,2373185.44,2144700,2301500,2301500,156800, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,172800,150000,160000,160000,10000, -      
,,1.100.3.6.5.01.16  Ferienbetreuung,,,,-106486.48,-162710.24,-152000,-152000,10710.24, -      
,,,Aufwand,,,-116110.48,-168710.24,-160000,-160000,8710.24, -      
,,,,nein,,-116110.48,-168710.24,-160000,-160000,8710.24, -      
,,,,,13   Aufwendungen für aktives Personal,-19809.08,-8701.84, -      , -      ,8701.84, -      
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-6042.77,-400,-5400,-5400,-5000, -      
,,,,,18   Transferaufwendungen,-90252.27,-159600,-154600,-154600,5000, -      
,,,,,19   sonstige ordentliche Aufwendungen,-6.36,-8.4, -      , -      ,8.4, -      
,,,Ertrag,,,9624,6000,8000,8000,2000, -      
,,,,nein,,9624,6000,8000,8000,2000, -      
,,,,,  6   privatrechtliche Entgelte,9624,6000,8000,8000,2000, -      
,1.100.3.6.6.01  Einrichtungen der Jugendarbeit,,,,,-4122786.69,-4378825.08,-4452352.4,-4453399.56,-73527.32,-1047.16
,,1.100.3.6.6.01.01  Haus der Jugend,,,,-96552.29,-118732.28,-43848.52,-1514608.12,74883.76,-1470759.6
,,,Aufwand,,,-247902.71,-228332.28,-153466.28,-1624251.44,74866,-1470785.16
,,,,nein,,-247902.71,-228332.28,-153466.28,-1624251.44,74866,-1470785.16
,,,,,13   Aufwendungen für aktives Personal,-36362.89,-38519,-40056.12,-663998.2,-1537.12,-623942.08
,,,,,14   Aufwendungen für Versorgung,-56.19,-150,-37.44,-655.44,112.56,-618
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-87289.46,-67116.64,-61544.6,-105757.32,5572.04,-44212.72
,,,,,16   Abschreibungen,-4728.09,-3540.68,-1580.8,-22588.48,1959.88,-21007.68
,,,,,19   sonstige ordentliche Aufwendungen,-119365.17,-119005.96,-50247.32,-831252,68758.64,-781004.68
,,,,,24   außerordentliche Aufwendungen,-100.91, -      , -      , -      , -      , -      
,,,Ertrag,,,151350.42,109600,109617.76,109643.32,17.76,25.56
,,,,nein,,151350.42,109600,109617.76,109643.32,17.76,25.56
,,,,,  3   Auflösungserträge aus Sonderposten,8.4, -      , -      , -      , -      , -      
,,,,,  5   öffentlich-rechtliche Entgelte,18.4, -      , -      , -      , -      , -      
,,,,,  6   privatrechtliche Entgelte,143319.25,103600,103600,103600, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,7991.67,6000,6000,6000, -      , -      
,,,,,11   sonstige ordentliche Erträge,12.7, -      ,17.76,43.32,17.76,25.56
,,1.100.3.6.6.01.02  Außerschulische Jugendbildung HdJ,,,,-776265.36,-761333.76,-830530.08,641254.48,-69196.32,1471784.56
,,,Aufwand,,,-741587.46,-731785.4,-907741.84,284244.12,-175956.44,1191985.96
,,,,nein,,-741587.46,-731785.4,-907741.84,284244.12,-175956.44,1191985.96
,,,,,13   Aufwendungen für aktives Personal,-297528.33,-309236.8,-385602.12,25916.44,-76365.32,411518.56
,,,,,14   Aufwendungen für Versorgung,-505.05,-1350.6,-318.84,279.36,1031.76,598.2
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-91169.71,-68355.84,-78258.6,-49112.08,-9902.76,29146.52
,,,,,16   Abschreibungen,-9329.28,-6912.24,-13942.56,1964.48,-7030.32,15907.04
,,,,,19   sonstige ordentliche Aufwendungen,-342802.72,-345929.92,-429619.72,305195.92,-83689.8,734815.64
,,,,,24   außerordentliche Aufwendungen,-252.37, -      , -      , -      , -      , -      
,,,Ertrag,,,-34677.9,-29548.36,77211.76,357010.36,106760.12,279798.6
,,,,nein,,-34677.9,-29548.36,77211.76,357010.36,106760.12,279798.6
,,,,,  2   Zuwendungen und allgemeine Umlagen,450, -      , -      , -      , -      , -      
,,,,,  3   Auflösungserträge aus Sonderposten,78.6, -      , -      , -      , -      , -      
,,,,,  5   öffentlich-rechtliche Entgelte,47443.69,59000,59000,59000, -      , -      
,,,,,  6   privatrechtliche Entgelte,3030.05, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,114.35, -      ,150.96,-18.36,150.96,-169.32
,,,,,13   Aufwendungen für aktives Personal,-65453.16,-69334.2,13588.52,225261.72,82922.72,211673.2
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-4702.97,-4039.68,962.68,15926.88,5002.36,14964.2
,,,,,16   Abschreibungen,-2322.23,-1728.36,535.64,7653.68,2264,7118.04
,,,,,19   sonstige ordentliche Aufwendungen,-13316.23,-13446.12,2973.96,49186.44,16420.08,46212.48
,,1.100.3.6.6.01.03  Jugendzentrum Ostbunker,,,,-28521.78,-30596.64,126640.44,127470.12,157237.08,829.68
,,,Aufwand,,,-29602.7,-31760.48,-4892.8,-4961.24,26867.68,-68.44
,,,,nein,,-29602.7,-31760.48,-4892.8,-4961.24,26867.68,-68.44
,,,,,  3   Auflösungserträge aus Sonderposten, -      , -      ,-7.64,-7.68,-7.64,-0.04
,,,,,  5   öffentlich-rechtliche Entgelte, -      , -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge, -      , -      ,-92.76,-13.68,-92.76,79.08
,,,,,13   Aufwendungen für aktives Personal,-10724.79,-11712.84, -      , -      ,11712.84, -      
,,,,,14   Aufwendungen für Versorgung,-28.04,-74.76, -      , -      ,74.76, -      
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-8165.02,-9018.52,-5374.24,-5364.84,3644.28,9.4
,,,,,16   Abschreibungen,-1732.7,-1437.76,681.84,524.96,2119.6,-156.88
,,,,,19   sonstige ordentliche Aufwendungen,-8851.24,-9516.6,-100,-100,9416.6, -      
,,,,,24   außerordentliche Aufwendungen,-100.91, -      , -      , -      , -      , -      
,,,Ertrag,,,1080.92,1163.84,131533.24,132431.36,130369.4,898.12
,,,,nein,,1080.92,1163.84,131533.24,132431.36,130369.4,898.12
,,,,,  3   Auflösungserträge aus Sonderposten,0.86, -      , -      , -      , -      , -      
,,,,,  6   privatrechtliche Entgelte,6479.32,8000,8000,8000, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,3750,3000,3000,3000, -      , -      
,,,,,11   sonstige ordentliche Erträge,6.35, -      , -      , -      , -      , -      
,,,,,13   Aufwendungen für aktives Personal, -      , -      ,78283.2,79117.16,78283.2,833.96
,,,,,14   Aufwendungen für Versorgung, -      , -      ,195.84,207.72,195.84,11.88
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-227.1,-343.2,2158.72,2173.68,2501.92,14.96
,,,,,16   Abschreibungen,-86.88,-86.52,1390.76,1075.84,1477.28,-314.92
,,,,,19   sonstige ordentliche Aufwendungen,-8841.63,-9406.44,38504.72,38856.96,47911.16,352.24
,,1.100.3.6.6.01.04  Außerschulische Jugendbildung JZO,,,,-315720.15,-345335.92,-492175.88,-492064.88,-146839.96,111
,,,Aufwand,,,-339268.71,-364835.92,-512066.96,-511647.6,-147231.04,419.36
,,,,nein,,-339268.71,-364835.92,-512066.96,-511647.6,-147231.04,419.36
,,,,,13   Aufwendungen für aktives Personal,-207008.76,-225345.04,-307817.08,-308900.72,-82472.04,-1083.64
,,,,,14   Aufwendungen für Versorgung,-533.2,-1425.84,-763.2,-803.48,662.64,-40.28
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-37877.41,-39950.44,-45390.28,-45415.52,-5439.84,-25.24
,,,,,16   Abschreibungen,-4334.3,-3597,-7969.36,-6091.92,-4372.36,1877.44
,,,,,18   Transferaufwendungen, -      , -      , -      , -      , -      , -      
,,,,,19   sonstige ordentliche Aufwendungen,-89262.67,-94517.6,-150127.04,-150435.96,-55609.44,-308.92
,,,,,24   außerordentliche Aufwendungen,-252.37, -      , -      , -      , -      , -      
,,,Ertrag,,,23548.56,19500,19891.08,19582.72,391.08,-308.36
,,,,nein,,23548.56,19500,19891.08,19582.72,391.08,-308.36
,,,,,  3   Auflösungserträge aus Sonderposten,21.36, -      ,29.64,29.68,29.64,0.04
,,,,,  5   öffentlich-rechtliche Entgelte,23387.5,19500,19500,19500, -      , -      
,,,,,  6   privatrechtliche Entgelte,19, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,120.7, -      ,361.44,53.04,361.44,-308.4
,,1.100.3.6.6.01.05  Gemeinschaftszentrum Lerchenstraße,,,,-73532.51,-77820,-1120315.44,-1407529.6,-1042495.44,-287214.16
,,,Aufwand,,,-159083.26,-158270,-1204740.2,-1491864.44,-1046470.2,-287124.24
,,,,nein,,-159083.26,-158270,-1204740.2,-1491864.44,-1046470.2,-287124.24
,,,,,13   Aufwendungen für aktives Personal,-50387.68,-53651.88,-635949.92,-792650.6,-582298.04,-156700.68
,,,,,14   Aufwendungen für Versorgung,-56.09,-149.88,-683.4,-899.64,-533.52,-216.24
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-39478.5,-35643.48,-48715,-53080.2,-13071.52,-4365.2
,,,,,16   Abschreibungen,-3893,-3039.36,-12763.28,-12589.76,-9723.92,173.52
,,,,,19   sonstige ordentliche Aufwendungen,-65135.51,-65785.4,-506628.6,-632644.24,-440843.2,-126015.64
,,,,,24   außerordentliche Aufwendungen,-132.48, -      , -      , -      , -      , -      
,,,Ertrag,,,85550.75,80450,84424.76,84334.84,3974.76,-89.92
,,,,nein,,85550.75,80450,84424.76,84334.84,3974.76,-89.92
,,,,,  3   Auflösungserträge aus Sonderposten,44.73, -      ,701,875.44,701,174.44
,,,,,  5   öffentlich-rechtliche Entgelte,31041.7,19300,22700,22700,3400, -      
,,,,,  6   privatrechtliche Entgelte,49306.79,45550,45100,45100,-450, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,5133.33,15600,15600,15600, -      , -      
,,,,,11   sonstige ordentliche Erträge,12.7, -      ,323.76,59.4,323.76,-264.36
,,,,,23   außerordentliche Erträge,11.5, -      , -      , -      , -      , -      
,,1.100.3.6.6.01.06  Außerschulische Jugendbildung GZL,,,,-623413.9,-663282.32,364329.24,652338.84,1027611.56,288009.6
,,,Aufwand,,,-401088.55,-423848.4,68196,149032.28,492044.4,80836.28
,,,,nein,,-401088.55,-423848.4,68196,149032.28,492044.4,80836.28
,,,,,  3   Auflösungserträge aus Sonderposten,246.08, -      ,-205.12,-367.8,-205.12,-162.68
,,,,,11   sonstige ordentliche Erträge,38.11, -      ,-77.88,-18.48,-77.88,59.4
,,,,,13   Aufwendungen für aktives Personal,-233804.63,-253312,49638.52,113180.6,302950.52,63542.08
,,,,,14   Aufwendungen für Versorgung,-505.15,-1350.72,226.08,417.6,1576.8,191.52
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-22411.31,-23634.56,-15924.24,-14153.84,7710.32,1770.4
,,,,,16   Abschreibungen,-5075.12,-3937.44,1151.28,1930.28,5088.72,779
,,,,,19   sonstige ordentliche Aufwendungen,-139355.73,-141613.68,33387.36,48043.92,175001.04,14656.56
,,,,,24   außerordentliche Aufwendungen,-220.8, -      , -      , -      , -      , -      
,,,Ertrag,,,-222325.35,-239433.92,296133.24,503306.56,535567.16,207173.32
,,,,nein,,-222325.35,-239433.92,296133.24,503306.56,535567.16,207173.32
,,,,,  3   Auflösungserträge aus Sonderposten,156.6, -      ,-26.88,-38.64,-26.88,-11.76
,,,,,  5   öffentlich-rechtliche Entgelte,8167.1,4200,4700,4700,500, -      
,,,,,  6   privatrechtliche Entgelte,1532.64,750, -      , -      ,-750, -      
,,,,,11   sonstige ordentliche Erträge,76.24, -      ,-29.28,-9.12,-29.28,20.16
,,,,,13   Aufwendungen für aktives Personal,-113354.08,-124055.88,150014.84,242382.96,274070.72,92368.12
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-1552.02,-1433.64,4195.88,6765.48,5629.52,2569.6
,,,,,16   Abschreibungen,-1268.78,-984.36,3065.8,3902.68,4050.16,836.88
,,,,,19   sonstige ordentliche Aufwendungen,-116186.55,-117910.04,134212.88,245603.2,252122.92,111390.32
,,,,,23   außerordentliche Erträge,103.5, -      , -      , -      , -      , -      
,,1.100.3.6.6.01.07  Gemeinschaftszentrum Ziegenbrink,,,,-89747.38,-76559.64,170485.68,190182.32,247045.32,19696.64
,,,Aufwand,,,-96863.76,-106720.68,-94825.88,-87264.48,11894.8,7561.4
,,,,nein,,-96863.76,-106720.68,-94825.88,-87264.48,11894.8,7561.4
,,,,,11   sonstige ordentliche Erträge,6.35, -      ,-179.2,-27.84,-179.2,151.36
,,,,,13   Aufwendungen für aktives Personal,-21124.19,-25410.16,-38012.76,-33384.6,-12602.6,4628.16
,,,,,14   Aufwendungen für Versorgung,-28.02,-74.88,-79.68,-69.36,-4.8,10.32
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-45274.03,-50884.36,-42829.72,-42627.4,8054.64,202.32
,,,,,16   Abschreibungen,-6041.8,-5793.64,-163.28,94,5630.36,257.28
,,,,,19   sonstige ordentliche Aufwendungen,-24225.44,-24557.64,-13561.24,-11249.28,10996.4,2311.96
,,,,,24   außerordentliche Aufwendungen,-176.63, -      , -      , -      , -      , -      
,,,Ertrag,,,7116.38,30161.04,265311.56,277446.8,235150.52,12135.24
,,,,nein,,7116.38,30161.04,265311.56,277446.8,235150.52,12135.24
,,,,,  2   Zuwendungen und allgemeine Umlagen,14075,15000,16500,16500,1500, -      
,,,,,  5   öffentlich-rechtliche Entgelte,7108.2,21700,18500,18500,-3200, -      
,,,,,  6   privatrechtliche Entgelte,12284.25,20500,23000,23000,2500, -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,5326.08,6000,6000,6000, -      , -      
,,,,,11   sonstige ordentliche Erträge,6.35, -      ,37.68,4.56,37.68,-33.12
,,,,,13   Aufwendungen für aktives Personal,-13828.24,-14710.2,129826.48,138109.68,144536.68,8283.2
,,,,,14   Aufwendungen für Versorgung,-28.07,-75,378.36,422.28,453.36,43.92
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-226.79,-342.72,1890.12,1999.56,2232.84,109.44
,,,,,16   Abschreibungen,-1597.19,-1534.92,4718,4422.2,6252.92,-295.8
,,,,,19   sonstige ordentliche Aufwendungen,-16003.21,-16376.12,64460.92,68488.52,80837.04,4027.6
,,1.100.3.6.6.01.08  Außerschulische Jugendbildung GZZ,,,,-421075.69,-421812.84,-686459.8,-705095.72,-264646.96,-18635.92
,,,Aufwand,,,-456480.49,-454612.84,-717546.96,-735684.4,-262934.12,-18137.44
,,,,nein,,-456480.49,-454612.84,-717546.96,-735684.4,-262934.12,-18137.44
,,,,,11   sonstige ordentliche Erträge,12.71, -      ,-11.4,-1.8,-11.4,9.6
,,,,,13   Aufwendungen für aktives Personal,-270447.23,-286782.92,-439719.68,-452878.88,-152936.76,-13159.2
,,,,,14   Aufwendungen für Versorgung,-505.15,-1350.72,-1215.6,-1315.4,135.12,-99.8
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-64535.01,-42884.6,-50435.16,-50739.68,-7550.56,-304.52
,,,,,16   Abschreibungen,-7552.15,-7242.6,-18358.48,-16673.08,-11115.88,1685.4
,,,,,19   sonstige ordentliche Aufwendungen,-113277.01,-116352,-207806.64,-214075.56,-91454.64,-6268.92
,,,,,24   außerordentliche Aufwendungen,-176.65, -      , -      , -      , -      , -      
,,,Ertrag,,,35404.8,32800,31087.16,30588.68,-1712.84,-498.48
,,,,nein,,35404.8,32800,31087.16,30588.68,-1712.84,-498.48
,,,,,  2   Zuwendungen und allgemeine Umlagen,4000,2500, -      , -      ,-2500, -      
,,,,,  5   öffentlich-rechtliche Entgelte,26512.99,30300,30500,30500,200, -      
,,,,,  6   privatrechtliche Entgelte,4790.17, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,101.64, -      ,587.16,88.68,587.16,-498.48
,,1.100.3.6.6.01.09  STT Heinz-Fitschen-Haus,,,,-92087.44,-80567.88,-80705.12,-72834.24,-137.24,7870.88
,,,Aufwand,,,-125613.36,-126638.16,-183299.44,-176839.96,-56661.28,6459.48
,,,,nein,,-125613.36,-126638.16,-183299.44,-176839.96,-56661.28,6459.48
,,,,,  3   Auflösungserträge aus Sonderposten, -      , -      ,-245.4,-253.2,-245.4,-7.8
,,,,,11   sonstige ordentliche Erträge, -      , -      ,-89.76,-13.56,-89.76,76.2
,,,,,13   Aufwendungen für aktives Personal,-85101.53,-88124.52,-139068.08,-134403,-50943.56,4665.08
,,,,,14   Aufwendungen für Versorgung,-112.22,-300,-433.32,-434.28,-133.32,-0.96
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-26152.2,-21588.36,-20976.4,-20744.32,611.96,232.08
,,,,,16   Abschreibungen,-4705.4,-4306.96,-3596.92,-3090.56,710.04,506.36
,,,,,19   sonstige ordentliche Aufwendungen,-9409.53,-12318.32,-18889.56,-17901.04,-6571.24,988.52
,,,,,24   außerordentliche Aufwendungen,-132.48, -      , -      , -      , -      , -      
,,,Ertrag,,,33525.92,46070.28,102594.32,104005.72,56524.04,1411.4
,,,,nein,,33525.92,46070.28,102594.32,104005.72,56524.04,1411.4
,,,,,  2   Zuwendungen und allgemeine Umlagen,1165.34, -      , -      , -      , -      , -      
,,,,,  3   Auflösungserträge aus Sonderposten,240.24, -      ,560.88,535.32,560.88,-25.56
,,,,,  6   privatrechtliche Entgelte,23508.09,20500,20500,20500, -      , -      
,,,,,  7   Kostenerstattungen und Kostenumlagen,8751.83,26000,26000,26000, -      , -      
,,,,,11   sonstige ordentliche Erträge,25.4, -      ,205.2,28.68,205.2,-176.52
,,,,,13   Aufwendungen für aktives Personal, -      , -      ,45698.52,47142.2,45698.52,1443.68
,,,,,14   Aufwendungen für Versorgung, -      , -      ,189.6,205.44,189.6,15.84
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-214.1,-343.2,1655.76,1701.48,1998.96,45.72
,,,,,16   Abschreibungen,-86.88,-86.52,1355.16,1272.32,1441.68,-82.84
,,,,,19   sonstige ordentliche Aufwendungen, -      , -      ,6429.2,6620.28,6429.2,191.08
,,,,,23   außerordentliche Erträge,136, -      , -      , -      , -      , -      
,,1.100.3.6.6.01.10  Außerschulische Jugendbildung HFH,,,,-315084.41,-319066.36,-324238.84,-331692.6,-5172.48,-7453.76
,,,Aufwand,,,-344715.79,-340466.36,-347289.44,-354401.08,-6823.08,-7111.64
,,,,nein,,-344715.79,-340466.36,-347289.44,-354401.08,-6823.08,-7111.64
,,,,,13   Aufwendungen für aktives Personal,-210133.79,-227420,-228536.2,-234778.72,-1116.2,-6242.52
,,,,,14   Aufwendungen für Versorgung,-449.02,-1200.6,-933.6,-1007.52,267,-73.92
,,,,,15   Aufwendungen für Sach-/Dienstleistungen,-93482.86,-63480.6,-65604.56,-65877.8,-2123.96,-273.24
,,,,,16   Abschreibungen,-7842.45,-7177.8,-8702.64,-8131.64,-1524.84,571
,,,,,19   sonstige ordentliche Aufwendungen,-32586.87,-41187.36,-43512.44,-44605.4,-2325.08,-1092.96
,,,,,24   außerordentliche Aufwendungen,-220.8, -      , -      , -      , -      , -      
,,,Ertrag,,,29631.38,21400,23050.6,22708.48,1650.6,-342.12
,,,,nein,,29631.38,21400,23050.6,22708.48,1650.6,-342.12
,,,,,  2   Zuwendungen und allgemeine Umlagen,2754.24,2400,2400,2400, -      , -      
,,,,,  3   Auflösungserträge aus Sonderposten,961.33, -      ,1208.52,1241.88,1208.52,33.36
,,,,,  5   öffentlich-rechtliche Entgelte,22659,19000,19000,19000, -      , -      
,,,,,  6   privatrechtliche Entgelte,2611.11, -      , -      , -      , -      , -      
,,,,,11   sonstige ordentliche Erträge,101.65, -      ,442.08,66.6,442.08,-375.48
,,,,,23   außerordentliche Erträge,544.05, -      , -      , -      , -      , -      
,,1.100.3.6.6.01.11  Jugendzentrum Westwerk 141,,,,-101979.29,-113109.32,-54861.88,-56833.84,58247.44,-1971.96
,,,Aufwand,,,-119146.36,-126992.2,-107505.72,-109592.32,19486.48,-2086.6
,,,,nein,,-119146.36,-126992.2,-107505.72,-109592.32,19486.48,-2086.6
,,,,,  3   Auflösungserträge aus Sonderposten, -      , -      ,-106.32,-102.24,-106.32,4.08
,,,,,11   sonstige ordentliche Erträge, -      , -      ,-46.8,-6.96,-46.8,39.84
,,,,,13   Aufwendungen für aktives Personal,-11750.2,-13274.24,-12645,-12376.24,629.24,268.76
,,,,,14   Aufwendungen für Versorgung,-28.04,-74.76,-1160.68,-1250.24,-1085.92,-89.56
