OE;Produkt;Teilprodukt;Kostenartengruppe;2018 (Plan);Ertrag/Aufwand;Interne Leist. 
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;14   Aufwendungen für Versorgung;-228;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-2080;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;-6917;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;16   Abschreibungen;-1454;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-852;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;5   öffentlich-rechtliche Entgelte;15000;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;26   Erträge aus int. Leistungsbeziehungen;0;Ertrag;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-35000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-3000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-4000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;16   Abschreibungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-9677;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;0;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;3   Auflösungserträge aus Sonderposten;564;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;11   sonstige ordentliche Erträge;24;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-74355;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;14   Aufwendungen für Versorgung;-422;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-3861;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;-12835;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;16   Abschreibungen;-2698;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-1575;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;6   privatrechtliche Entgelte;20500;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;7   Kostenerstattungen und Kostenumlagen;0;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;11   sonstige ordentliche Erträge;0;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;26   Erträge aus int. Leistungsbeziehungen;0;Ertrag;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-26559;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-1721;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-5264;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-114;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-194;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-728;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-800;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-16000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;18   Transferaufwendungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;-43;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;-600;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-19784;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;3   Auflösungserträge aus Sonderposten;891;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;11   sonstige ordentliche Erträge;38;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-117630;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;14   Aufwendungen für Versorgung;-668;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-6108;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;-20307;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;16   Abschreibungen;-4269;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-2496;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;6   privatrechtliche Entgelte;2000;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-974;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;3   Auflösungserträge aus Sonderposten;57;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;11   sonstige ordentliche Erträge;2;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;13   Aufwendungen für aktives Personal;-7482;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;14   Aufwendungen für Versorgung;-43;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;15   Aufwendungen für Sach-/Dienstleistungen;-389;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;19   sonstige ordentliche Aufwendungen;-1292;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;16   Abschreibungen;-271;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.09 STT Heinz-Fitschen-Haus;27   Aufw. aus int. Leistungsbeziehungen;-160;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;7   Kostenerstattungen und Kostenumlagen;3000;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;7   Kostenerstattungen und Kostenumlagen;0;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;18   Transferaufwendungen;-750;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-3166;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;3   Auflösungserträge aus Sonderposten;72;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;11   sonstige ordentliche Erträge;4;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;13   Aufwendungen für aktives Personal;-24399;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;14   Aufwendungen für Versorgung;-65;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-1383;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;19   sonstige ordentliche Aufwendungen;-7520;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;16   Abschreibungen;-545;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-243;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;5   öffentlich-rechtliche Entgelte;400;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-500;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-1500;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-500;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;19   sonstige ordentliche Aufwendungen;-400;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-1547;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;3   Auflösungserträge aus Sonderposten;35;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;11   sonstige ordentliche Erträge;2;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;13   Aufwendungen für aktives Personal;-11922;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;14   Aufwendungen für Versorgung;-33;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-652;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;19   sonstige ordentliche Aufwendungen;-3675;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;16   Abschreibungen;-263;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-122;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;5   öffentlich-rechtliche Entgelte;1000;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;6   privatrechtliche Entgelte;0;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;6   privatrechtliche Entgelte;0;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;13   Aufwendungen für aktives Personal;-12000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-250;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-550;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-1800;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-11810;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-600;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;3   Auflösungserträge aus Sonderposten;233;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;11   sonstige ordentliche Erträge;12;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;13   Aufwendungen für aktives Personal;-79046;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;14   Aufwendungen für Versorgung;-212;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-4325;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;19   sonstige ordentliche Aufwendungen;-24364;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;16   Abschreibungen;-1746;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-791;Aufwand;ja
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;5   öffentlich-rechtliche Entgelte;6000;Ertrag;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-200;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-8000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-1000;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;15   Aufwendungen für Sach-/Dienstleistungen;-7500;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;19   sonstige ordentliche Aufwendungen;0;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;19   sonstige ordentliche Aufwendungen;-300;Aufwand;nein
(51) FB  Kinder, Jugendliche  und Familien;1.100.3.6.6.01 Einrichtungen der Kinder-u.Jugendarbeit;1.100.3.6.6.01.11 Jugendzentrum Westwerk 141;27   Aufw. aus int. Leistungsbeziehungen;-6807;Aufwand;ja
